desk_id;deskname;top;left;width;height;floor_id;picalign;category;seats;bookable;phone;window;computer;monitor;printer;"ethernet jack";projector;coffee;whiteboard;customclickurl;key;latitude;longitude;function1;function2;function3;function4;function5;закрепленное;zakrep
20210812151416281;"АБК 3-211-40";2779;2897;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151417446;"АБК 3-211-37";2782;3137;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151418255;"АБК 3-211-39";2987;2866;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
2021081215141997;"АБК 3-212-41";2886;2680;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
202108121514216;"АБК 3-213-42";2898;2455;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151421783;"АБК 3-225-63";3016;2289;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151422489;"АБК 3-225-64";2876;2303;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151423357;"АБК 3-225-65";2721;2290;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
2021081215142427;"АБК 3-225-62";2997;2058;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151424808;"АБК 3-225-61";3032;1852;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151425586;"АБК 3-225-60";2898;1826;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151426366;"АБК 3-225-59";2763;1832;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151428334;"АБК 3-222-57";3006;1676;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151429427;"АБК 3-222-58";2771;1648;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151430660;"АБК 3-222-56";3021;1366;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151431456;"АБК 3-222-55";3013;1267;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151432305;"АБК 3-222-54";2987;1099;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151433108;"АБК 3-222-52";2758;1300;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
202108121514344;"АБК 3-222-53";2771;1147;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151436331;"АБК 3-221-50";2611;1168;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151437184;"АБК 3-221-51";2581;1393;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151440775;"АБК 3-221-49";2435;1221;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151441744;"АБК 3-221-48";2229;1176;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151442433;"АБК 3-221-47";2089;1234;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151444180;"АБК 3-221-46";1899;1194;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151445362;"АБК 3-220-45";1748;1176;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812164122752;"АБК 3-204-12";737;2677;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812164127657;"АБК 3-204-16";919;2611;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812164136105;"АБК 3-204-13";586;2858;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812164344758;"АБК 3-207-22";1747;3582;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812164635973;"АБК 3-208-27";2183;3551;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812164646516;"АБК 3-208-28";2184;3411;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812164705814;"АБК 3-209-30";2332;3554;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812164709532;"АБК 3-209-32";2600;3433;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
